title,filepath,bbox
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000278353.jpg,"[258.13, 135.9, 16.32, 15.16]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000278353.jpg,"[399.89, 58.86, 38.58, 27.24]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[138.77, 235.56, 46.45, 69.06]"
A photo of trailer_truck,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[300.2, 165.42, 19.56, 18.9]"
A photo of trailer_truck,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[319.36, 159.43, 153.05, 43.61]"
A photo of trousers,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[529.46, 220.97, 39.49, 38.31]"
A photo of trousers,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[210.32, 204.94, 11.5, 18.24]"
A photo of banner,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[155.17, 174.18, 37.92, 32.75]"
A photo of banner,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[58.84, 172.95, 73.1, 33.71]"
A photo of banner,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[195.12, 173.61, 64.88, 30.53]"
A photo of banner,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000158548.jpg,"[130.2, 173.91, 27.91, 33.53]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[415.2, 216.54, 46.25, 81.76]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[269.7, 193.19, 74.07, 117.2]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[536.69, 218.15, 91.1, 81.16]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[35.59, 194.17, 87.53, 118.67]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[343.93, 225.21, 54.34, 84.88]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[27.5, 191.31, 147.42, 94.76]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[114.37, 190.36, 122.81, 114.88]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[0.0, 223.79, 51.08, 71.18]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[354.1, 190.26, 92.97, 76.31]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[214.72, 199.52, 86.25, 61.17]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[492.71, 183.45, 83.99, 112.85]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[201.58, 232.06, 70.89, 49.54]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[0.0, 204.21, 37.16, 33.81]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[454.88, 221.45, 24.12, 42.24]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[578.79, 186.76, 61.21, 85.15]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[27.3, 191.43, 117.51, 91.96]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[268.71, 192.25, 74.3, 118.66]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[113.61, 191.14, 122.95, 117.69]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[0.0, 224.84, 51.32, 86.58]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[344.51, 225.74, 53.51, 84.79]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[208.44, 231.98, 66.46, 54.64]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[491.67, 181.36, 85.16, 115.36]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[217.39, 199.71, 84.74, 60.39]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[579.19, 186.89, 60.81, 85.5]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[36.11, 195.46, 86.24, 118.38]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[537.09, 217.89, 90.69, 82.25]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[354.43, 189.9, 92.61, 76.26]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[415.71, 216.09, 45.67, 82.09]"
A photo of lamb_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000461405.jpg,"[455.11, 221.62, 25.1, 42.08]"
A photo of goat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000176606.jpg,"[218.88, 101.12, 241.16, 266.42]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000044699.jpg,"[213.19, 234.06, 96.29, 71.08]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000044699.jpg,"[437.66, 256.51, 39.43, 61.31]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000044699.jpg,"[472.13, 250.62, 71.32, 74.58]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000044699.jpg,"[107.39, 211.96, 107.5, 90.49]"
A photo of sheep,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000044699.jpg,"[478.51, 266.34, 89.39, 53.6]"
A photo of pop_(soda),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[245.0, 158.48, 26.94, 65.46]"
A photo of pop_(soda),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[146.31, 363.14, 37.4, 73.52]"
A photo of handbag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[0.0, 229.91, 59.43, 250.09]"
A photo of ram_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[508.54, 54.87, 131.46, 229.8]"
A photo of ram_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[436.44, 131.13, 203.56, 348.87]"
A photo of ram_(animal),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[311.83, 91.9, 166.84, 388.1]"
A photo of table,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[492.57, 0.0, 147.43, 70.46]"
A photo of earring,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[110.47, 59.3, 3.69, 2.98]"
A photo of earring,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[24.06, 171.87, 10.14, 13.01]"
A photo of earring,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000559956.jpg,"[124.8, 74.83, 3.46, 5.95]"
A photo of car_(automobile),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[172.61, 142.03, 38.32, 26.54]"
A photo of car_(automobile),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[400.71, 154.78, 86.87, 38.21]"
A photo of car_(automobile),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[192.21, 140.49, 24.82, 25.17]"
A photo of car_(automobile),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[135.71, 153.74, 26.11, 10.24]"
A photo of trash_can,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[328.12, 297.12, 311.88, 129.88]"
A photo of trash_can,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[0.0, 185.22, 60.88, 168.14]"
A photo of license_plate,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[194.46, 152.93, 3.4, 2.27]"
A photo of license_plate,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[462.65, 171.33, 9.25, 4.63]"
A photo of bicycle,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000011197.jpg,"[553.68, 164.01, 48.49, 28.53]"
A photo of necktie,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000483667.jpg,"[198.14, 394.19, 56.29, 245.81]"
A photo of street_sign,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000000724.jpg,"[120.87, 69.8, 133.19, 154.56]"
A photo of street_sign,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000000724.jpg,"[343.51, 275.74, 5.55, 13.06]"
A photo of street_sign,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000000724.jpg,"[202.88, 259.86, 18.11, 26.37]"
A photo of pickup_truck,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000000724.jpg,"[112.8, 280.26, 32.22, 30.59]"
A photo of parking_meter,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000051961.jpg,"[229.34, 245.32, 72.4, 381.94]"
A photo of magazine,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[284.5, 84.18, 48.5, 42.0]"
A photo of magazine,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[247.34, 58.57, 42.92, 46.43]"
A photo of magazine,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[240.49, 103.83, 92.17, 133.87]"
A photo of magazine,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[257.94, 229.11, 75.06, 200.64]"
A photo of magazine,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[316.93, 78.24, 16.07, 14.23]"
A photo of suitcase,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000375278.jpg,"[0.0, 55.74, 280.81, 444.26]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[315.78, 208.27, 203.37, 76.42]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[461.84, 201.26, 114.72, 32.58]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[397.71, 205.65, 122.3, 49.52]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[0.0, 310.2, 217.77, 169.8]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[380.99, 135.76, 192.12, 116.19]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[561.12, 173.0, 54.71, 23.23]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[260.57, 199.02, 193.56, 63.22]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[554.69, 183.89, 37.67, 38.16]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[558.73, 180.66, 47.12, 32.12]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[193.09, 224.98, 288.65, 105.17]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[108.15, 232.46, 277.75, 146.36]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[559.53, 174.73, 51.74, 22.55]"
A photo of fan,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[431.13, 6.65, 57.57, 74.3]"
A photo of fan,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[369.33, 37.36, 42.42, 44.83]"
A photo of fan,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[547.77, 81.07, 14.29, 16.83]"
A photo of fan,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000302165.jpg,"[97.42, 1.15, 58.7, 75.63]"
A photo of cat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000131131.jpg,"[73.34, 196.03, 299.46, 282.63]"
A photo of cat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000131131.jpg,"[283.19, 171.11, 173.74, 152.24]"
A photo of curtain,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000131131.jpg,"[0.0, 0.0, 223.48, 456.86]"
A photo of television_set,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000131131.jpg,"[54.68, 90.87, 504.47, 355.34]"
A photo of tablecloth,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000131131.jpg,"[2.6, 419.84, 615.44, 60.16]"
A photo of wallet,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000098839.jpg,"[502.56, 383.61, 89.95, 20.77]"
A photo of speaker_(stero_equipment),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000098839.jpg,"[7.93, 427.87, 127.15, 45.45]"
A photo of television_set,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000098839.jpg,"[49.97, 58.57, 517.78, 381.26]"
A photo of tablecloth,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000098839.jpg,"[0.0, 396.86, 631.53, 83.14]"
A photo of table,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000098839.jpg,"[0.0, 396.29, 630.79, 83.71]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[141.82, 197.06, 290.1, 210.66]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[180.88, 0.92, 67.98, 29.12]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[60.69, 97.69, 175.49, 57.36]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[32.34, 25.79, 98.98, 38.07]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[44.45, 26.32, 135.39, 70.26]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[457.38, 103.24, 120.33, 83.29]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[131.33, 11.9, 77.88, 42.45]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[307.96, 116.17, 156.29, 93.9]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[0.1, 1.0, 24.67, 20.69]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[414.91, 173.21, 165.6, 133.84]"
A photo of cow,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[18.33, 129.19, 301.57, 154.3]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[25.69, 188.41, 9.54, 10.24]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[134.41, 29.06, 3.77, 2.46]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[80.04, 37.48, 5.48, 5.92]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[377.84, 146.13, 9.49, 6.41]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[556.72, 202.71, 5.16, 3.44]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[535.6, 113.79, 5.66, 0.95]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[448.67, 219.1, 8.32, 14.94]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[135.03, 168.25, 5.97, 4.84]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[203.27, 7.77, 2.01, 2.55]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[138.21, 132.63, 6.21, 4.1]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[315.35, 236.92, 11.22, 7.69]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[470.7, 127.32, 8.63, 8.37]"
A photo of tag,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000402992.jpg,"[170.61, 263.51, 17.63, 14.95]"
A photo of tractor_(farm_equipment),../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000465675.jpg,"[342.3, 165.12, 168.67, 104.06]"
A photo of boat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000465675.jpg,"[164.79, 153.87, 161.07, 45.4]"
A photo of boat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000465675.jpg,"[113.04, 172.92, 249.14, 67.13]"
A photo of goat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000240754.jpg,"[470.85, 62.88, 169.15, 261.56]"
A photo of goat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000240754.jpg,"[206.89, 84.8, 241.94, 273.48]"
A photo of goat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000240754.jpg,"[24.03, 184.46, 198.37, 117.8]"
A photo of dress,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[42.35, 220.33, 165.82, 419.67]"
A photo of martini,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[259.09, 298.15, 56.22, 79.92]"
A photo of curtain,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[195.36, 38.53, 41.4, 199.27]"
A photo of suspenders,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[326.47, 329.05, 13.21, 35.58]"
A photo of glove,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[34.25, 319.37, 44.27, 215.48]"
A photo of glove,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000021167.jpg,"[190.78, 270.93, 35.59, 37.94]"
A photo of boat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[212.74, 208.53, 275.22, 87.83]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[300.91, 98.31, 10.49, 140.14]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[495.13, 190.02, 25.17, 118.95]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[37.85, 194.62, 37.57, 180.77]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[188.23, 173.57, 23.21, 135.74]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[439.27, 124.58, 6.41, 86.09]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[340.63, 116.46, 9.11, 111.99]"
A photo of pole,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[521.85, 173.94, 22.4, 90.22]"
A photo of barrel,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000148730.jpg,"[417.01, 269.08, 18.42, 12.21]"
A photo of brake_light,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[1.88, 299.64, 22.74, 35.3]"
A photo of elephant,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[35.62, 208.91, 494.28, 271.09]"
A photo of shirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[350.11, 105.2, 51.0, 82.38]"
A photo of shirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[556.88, 291.19, 39.89, 72.24]"
A photo of shirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[237.37, 116.62, 56.92, 65.23]"
A photo of shirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000384468.jpg,"[309.7, 115.88, 45.22, 62.11]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[231.17, 103.4, 73.38, 68.37]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[608.54, 153.99, 31.46, 38.46]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[0.0, 105.28, 101.34, 57.97]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[279.96, 95.31, 130.41, 89.29]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[81.66, 95.75, 124.63, 82.4]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[137.55, 83.41, 147.76, 102.71]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[558.32, 158.17, 1.36, 16.71]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[591.5, 115.17, 33.58, 16.53]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[602.84, 108.13, 37.16, 49.35]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[94.06, 160.81, 14.18, 18.58]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[206.04, 140.16, 51.58, 17.64]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[337.32, 0.0, 279.1, 221.13]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[0.82, 76.7, 16.41, 15.21]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[578.27, 127.22, 35.29, 18.53]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[0.26, 92.69, 40.62, 30.15]"
A photo of umbrella,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[297.27, 67.15, 84.22, 39.98]"
A photo of backpack,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[138.98, 144.85, 69.99, 87.97]"
A photo of backpack,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[410.25, 154.59, 63.44, 130.69]"
A photo of backpack,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[100.62, 145.51, 43.03, 89.51]"
A photo of backpack,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[33.5, 150.52, 55.22, 64.69]"
A photo of hat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[415.13, 93.6, 48.2, 44.53]"
A photo of skirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[149.15, 210.24, 59.18, 48.43]"
A photo of skirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[32.76, 208.25, 61.77, 48.56]"
A photo of skirt,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[117.6, 196.49, 30.85, 41.4]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[251.34, 212.77, 130.81, 179.01]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[0.66, 213.38, 236.41, 266.62]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[87.94, 215.86, 173.82, 170.04]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[0.0, 225.49, 40.32, 61.74]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[187.77, 233.64, 156.69, 210.94]"
A photo of deer,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000253742.jpg,"[533.27, 187.42, 23.03, 64.18]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[41.33, 178.89, 122.4, 56.79]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[309.64, 192.14, 67.84, 42.12]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[286.18, 205.55, 34.0, 18.64]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[74.35, 203.22, 38.9, 13.24]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[134.48, 197.97, 92.31, 33.08]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[287.87, 237.07, 16.41, 23.23]"
A photo of oar,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[206.35, 231.6, 101.71, 8.87]"
A photo of sunhat,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000186873.jpg,"[223.56, 203.64, 17.15, 13.01]"
A photo of chair,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000082180.jpg,"[0.0, 0.0, 600.69, 425.0]"
A photo of teddy_bear,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000082180.jpg,"[245.57, 146.71, 110.85, 119.04]"
A photo of teddy_bear,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000082180.jpg,"[352.95, 169.29, 78.62, 90.48]"
A photo of toy,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000082180.jpg,"[352.18, 169.49, 76.95, 88.55]"
A photo of toy,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000082180.jpg,"[245.54, 146.72, 110.94, 118.59]"
A photo of chair,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000446522.jpg,"[83.08, 219.88, 301.69, 420.12]"
A photo of refrigerator,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000446522.jpg,"[0.0, 0.0, 132.41, 629.18]"
A photo of zebra,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000552902.jpg,"[129.98, 106.96, 335.85, 203.1]"
A photo of zebra,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000110211.jpg,"[532.06, 179.88, 50.73, 69.32]"
A photo of zebra,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000110211.jpg,"[1.12, 132.05, 180.06, 198.94]"
A photo of zebra,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000110211.jpg,"[543.28, 159.75, 81.76, 93.6]"
A photo of zebra,../RegionCLIP/datasets/lvis/lvis_v1_val_images/000000110211.jpg,"[61.07, 149.18, 56.34, 144.05]"
